STD,false,"","",en
SUR,false,"","",en
SVC,false,"","",en
SYP,false,"","",en
SZL,false,"","",en
THB,false,"","",en
TJR,false,"","",en
TJS,false,"","",en
TMM,false,"","",en
TMT,false,"","",en
TND,false,"","",en
TOP,false,"","",en
TPE,false,"","",en
TRL,false,"","",en
TRY,false,"","",en
TTD,false,"","",en
TWD,false,"","",en
TZS,false,"","",en
UAH,false,"","",en
UAK,false,"","",en
UGS,false,"","",en
UGW,false,"","",en
UGX,false,"","",en
USD,false,"","",en
USN,false,"","",en
USS,false,"","",en
UYI,false,"","",en
UYN,false,"","",en
UYP,false,"","",en
UYU,false,"","",en
UZS,false,"","",en
VEB,false,"","",en
VEF,false,"","",en
VNC,false,"","",en
VND,false,"","",en
VUV,false,"","",en
WST,false,"","",en
XAF,false,"","",en
XAG,false,"","",en
XAU,false,"","",en
XBA,false,"","",en
XBB,false,"","",en
XBC,false,"","",en
XBD,false,"","",en
XCD,false,"","",en
XDR,false,"","",en
XEU,false,"","",en
XFO,false,"","",en
XFU,false,"","",en
XOF,false,"","",en
XPD,false,"","",en
XPF,false,"","",en
XPT,false,"","",en
XRE,false,"","",en
XSU,false,"","",en
XTS,false,"","",en
XUA,false,"","",en
XXX,false,"","",en
YDD,false,"","",en
YER,false,"","",en
YUD,false,"","",en
YUM,false,"","",en
YUN,false,"","",en
ZAL,false,"","",en
ZAR,false,"","",en
ZMK,false,"","",en
ZMW,false,"","",en
ZRN,false,"","",en
ZRZ,false,"","",en
ZWC,false,"","",en
ZWD,false,"","",en
ZWL,false,"","",en
ZWN,false,"","",en
ZWR,false,"","",en
